Financial Instrument,Coupon,Maturity,Ratings,Issuer Debt/Equity,Issue Date,Time-To-Maturity (TTM),Payment Frequency,Ask,Ask Yield,Duration %  ,Convexity,Bid,
WFC CORP CD 949764CE2,4.85,May12'25,,,May 12 '23,0.80,Monthly,99.899,4.979,0.7898555397987366,0.006315592676401138,99.749,
FRSTFD CORP CD 32026U3D6,5.4,May12'25,,,Nov 10 '23,0.80,Semi-Annual,100.319,4.968,1.2624297142028809,0.01624775305390358,100.169,
WFC CORP CD 949764HP2,5.4,May14'25,,,Nov 14 '23,0.81,Monthly,100.315,5.0,0.7937145233154297,0.006384773179888725,100.181,
FBC CORP CD 33847GDL3,4.85,May14'25,,,Feb 14 '24,0.81,Semi-Annual,100.000,4.8385,1.0250282287597656,0.010789149440824986,99.667,
CBCR CORP CD 31944MDS1,5.1,May14'25,,,May 14 '24,0.81,Monthly,100.239,4.799,0.7946045994758606,0.006394478492438793,99.946,
SBIIN CORP CD 856285TN1,0.95,May15'25,,,May 15 '20,0.81,Semi-Annual,96.810,5.016,0.8126587867736816,0.006616133730858564,96.624,
MS CORP CD 61768EF73,5.4,May15'25,,,Nov 15 '23,0.81,Semi-Annual,100.286,5.015000000000001,0.8019564151763916,0.006495182402431965,100.146,
MS CORP CD 61690DGZ5,5.4,May15'25,,,Nov 15 '23,0.81,Semi-Annual,100.286,5.015000000000001,0.8019564151763916,0.006495182402431965,100.146,
CM CORP CD 12547CBG2,4.8,May16'25,,,May 16 '23,0.81,Semi-Annual,99.817,5.015000000000001,0.8060870170593262,0.006554995197802782,99.707,
WFC CORP CD 949764CP7,4.9,May16'25,,,May 16 '23,0.81,Monthly,100.183,4.671600000000001,0.8006794452667236,0.006488416343927383,99.790,
DFS CORP CD 254673D86,3.05,May19'25,,,May 18 '22,0.82,Semi-Annual,98.417,5.041,1.457419991493225,0.021751999855041504,98.324,
AXP CORP CD 02589ACS9,3.1,May19'25,,,May 18 '22,0.82,Semi-Annual,98.513,4.962000000000001,1.4649399518966675,0.02197919972240925,98.363,
MS CORP CD 61690UJ43,3.15,May19'25,,,May 19 '22,0.82,Semi-Annual,98.512,5.0120000000000005,0.8182108402252197,0.006733161397278309,98.364,
MS CORP CD 61768EJP9,3.15,May19'25,,,May 19 '22,0.82,Semi-Annual,98.684,4.8017,0.8182148933410645,0.006733208429068327,98.364,
BMW CORP CD 05580AS88,4.95,May19'25,,,Nov 18 '22,0.82,Semi-Annual,99.953,4.9910000000000005,1.4313700199127197,0.021275099366903305,99.803,
MS CORP CD 61690U5Z9,4.9,May19'25,,,May 17 '23,0.82,Semi-Annual,99.898,5.011,1.285009503364563,0.016797011718153954,99.748,
MS CORP CD 61768ETN3,4.9,May19'25,,,May 17 '23,0.82,Semi-Annual,99.898,5.011,1.285009503364563,0.016797011718153954,99.748,
CRORVR CORP CD 227563CJ0,4.85,May19'25,,,May 19 '23,0.82,Semi-Annual,99.898,4.961,0.8141919374465942,0.006686861161142588,99.748,
WAL CORP CD 95763PQU8,5.45,May19'25,NoMD,NoMD,Nov 17 '23,0.82,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
DFS CORP CD 254672PB8,3.0,May20'25,,,May 20 '15,0.82,Semi-Annual,98.440,4.9547,0.8213140368461609,0.006782277021557093,98.280,
SYF CORP CD 87164YN42,3.1,May20'25,,,May 20 '22,0.82,Semi-Annual,98.468,5.011,0.8210719227790833,0.006779474671930075,98.359,
TOWNNO CORP CD 234553EJ0,4.75,May20'25,,,Feb 20 '24,0.82,Semi-Annual,99.819,4.968,1.0421513319015503,0.011137861758470535,99.669,
MS CORP CD 61690DHJ0,5.3,May22'25,,,Nov 22 '23,0.83,Semi-Annual,100.354,4.848800000000001,0.8213714361190796,0.00680922856554389,100.069,
MS CORP CD 61768EG64,5.3,May22'25,,,Nov 22 '23,0.83,Semi-Annual,100.386,4.809,0.8213726282119751,0.006809242535382509,100.069,
WFC CORP CD 949764CT9,4.9,May23'25,,,May 23 '23,0.83,Monthly,99.945,4.968,0.8149169087409973,0.006745331920683384,99.795,
COF CORP CD 14042RRL7,3.1,May27'25,,,May 25 '22,0.84,Semi-Annual,98.718,4.6671000000000005,1.3195348978042603,0.017598096281290054,98.308,
GS CORP CD 38150VAR0,3.05,May27'25,,,May 25 '22,0.84,Semi-Annual,98.559,4.8137,1.3198848962783813,0.01760457083582878,98.291,
COF CORP CD 14042TGG6,3.1,May27'25,,,May 25 '22,0.84,Semi-Annual,98.440,5.0040000000000004,1.3195149898529053,0.0175977423787117,98.308,
MS CORP CD 61768EJV6,3.1,May27'25,,,May 26 '22,0.84,Semi-Annual,98.439,5.005,1.459439992904663,0.021818699315190315,98.292,
MS CORP CD 61690UK25,3.1,May27'25,,,May 26 '22,0.84,Semi-Annual,98.706,4.6818,1.4594299793243408,0.02181839942932129,98.292,
MS CORP CD 61768EUA9,4.9,May27'25,,,May 24 '23,0.84,Semi-Annual,99.903,5.003,1.3041938543319702,0.01729367859661579,99.761,
MS CORP CD 61690U6P0,4.9,May27'25,,,May 24 '23,0.84,Semi-Annual,99.954,4.948300000000001,1.3041993379592896,0.0172937773168087,99.761,
WAL CORP CD 95763PMV0,5.0,May27'25,,,May 26 '23,0.84,Semi-Annual,100.025,4.953,1.432960033416748,0.021333100274205208,99.875,
FBC CORP CD 33847GEE8,5.15,May28'25,,,Feb 28 '24,0.85,Semi-Annual,100.115,4.997,1.061336874961853,0.011562335304915905,99.916,
SYF CORP CD 87164WHY7,2.9,May29'25,,,May 29 '15,0.85,Semi-Annual,98.268,5.002000000000001,0.8462125062942505,0.007196296472102404,98.136,
MS CORP CD 61768EH30,5.1,May29'25,,,Nov 29 '23,0.85,Semi-Annual,100.341,4.6763,0.8410181403160095,0.0071336086839437485,99.918,
SPNTBK CORP CD 84464PBV8,5.3,May29'25,,,Nov 29 '23,0.85,Monthly,100.278,4.963,0.8299245834350586,0.007000013254582882,100.128,
DFS CORP CD 254673F68,3.1,Jun02'25,,,Jun 01 '22,0.86,Semi-Annual,98.459,4.947,1.33595871925354,0.018034353852272034,98.309,
COF CORP CD 14042RRT0,3.1,Jun02'25,,,Jun 02 '22,0.86,Semi-Annual,98.434,4.978000000000001,0.853949785232544,0.007330180611461401,98.284,
MS CORP CD 61690UK82,3.05,Jun02'25,,,Jun 02 '22,0.86,Semi-Annual,98.471,4.887700000000001,0.8540717959403992,0.007331673055887222,98.237,
MS CORP CD 61768EKB8,3.05,Jun02'25,,,Jun 02 '22,0.86,Semi-Annual,98.500,4.8524,0.8540723919868469,0.0073316809721291065,98.237,
BACR CORP CD 06740KQS9,3.05,Jun02'25,,,Jun 02 '22,0.86,Semi-Annual,98.393,4.978000000000001,0.8540701866149902,0.007331653498113155,98.243,
BMW CORP CD 05580AT61,4.8,Jun02'25,,,Dec 02 '22,0.86,Semi-Annual,99.841,4.977,0.8499254584312439,0.007280951365828514,99.691,
BMO CORP CD 05600XQP8,4.9,Jun02'25,,,May 31 '23,0.86,Semi-Annual,100.180,4.676200000000001,1.3206650018692017,0.0177257489413023,99.757,
WFC CORP CD 949764JK1,5.2,Jun05'25,NoMD,NoMD,Dec 05 '23,0.87,Monthly,100.457,4.6529,0.8494793772697449,0.007326344959437847,100.057,
BACR CORP CD 06740KRQ2,5.0,Jun06'25,,,Jun 07 '23,0.87,Semi-Annual,100.010,4.974,0.8631603121757507,0.007509883958846331,99.860,
GS CORP CD 38150VBM0,2.8,Jun09'25,,,Jun 08 '22,0.88,Semi-Annual,98.324,4.771,1.3572949171066284,0.018591878935694695,98.029,
MS CORP CD 61768EUU5,4.9,Jun09'25,,,Jun 07 '23,0.88,Semi-Annual,100.179,4.683,1.339845061302185,0.01823601871728897,99.762,
BMW CORP CD 05580A2C7,4.9,Jun09'25,,,Jun 09 '23,0.88,Semi-Annual,99.911,4.992,0.8688718676567078,0.007607705891132355,99.779,
SBIIN CORP CD 856285TR2,1.05,Jun10'25,,,Jun 10 '20,0.88,Semi-Annual,96.626,5.0120000000000005,0.8809018731117249,0.007773109246045351,96.457,
WFC CORP CD 949764JP0,5.0,Jun12'25,,,Dec 12 '23,0.89,Monthly,100.104,4.8726,0.8693637251853943,0.007664267905056477,99.896,
DFS CORP CD 2546735R3,4.95,Jun13'25,,,Jun 14 '23,0.89,Semi-Annual,100.138,4.7986,0.8824623823165894,0.007846235297620296,99.851,
GS CORP CD 38150VTZ2,5.2,Jun13'25,,,May 14 '24,0.89,Semi-Annual,100.215,4.932,1.274756908416748,0.01655009761452675,100.065,
GS CORP CD 38150VCF4,2.9,Jun16'25,,,Jun 15 '22,0.90,Semi-Annual,98.377,4.768800000000001,1.375757098197937,0.01910214126110077,98.083,
SALLMA CORP CD 795451BL6,3.1,Jun16'25,,,Jun 15 '22,0.90,Semi-Annual,98.450,4.8857,1.3743194341659546,0.01907399669289589,98.230,
COF CORP CD 14042TGV3,3.1,Jun16'25,,,Jun 15 '22,0.90,Semi-Annual,98.630,4.675800000000001,1.3743318319320679,0.019074229523539543,98.230,
COF CORP CD 14042RRZ6,3.1,Jun16'25,,,Jun 15 '22,0.90,Semi-Annual,98.630,4.675800000000001,1.3743318319320679,0.019074229523539543,98.230,
LUTHER CORP CD 550551GM1,4.9,Jun16'25,,,Jun 14 '23,0.90,Semi-Annual,99.961,4.933,1.3590092658996582,0.01875334605574608,99.811,
MS CORP CD 61690U7R5,4.9,Jun16'25,,,Jun 14 '23,0.90,Semi-Annual,99.925,4.9750000000000005,1.3590010404586792,0.018753191456198692,99.768,
CRORVR CORP CD 227563CT8,5.0,Jun16'25,,,Jun 14 '23,0.90,Semi-Annual,100.182,4.784400000000001,1.3583405017852783,0.018740283325314522,99.897,
LIFEBK CORP CD 69478QHH6,5.05,Jun16'25,,,Mar 15 '24,0.90,Semi-Annual,100.052,4.9750000000000005,1.1113576889038086,0.012643728405237198,99.941,
FBC CORP CD 33847GHA3,5.2,Jun17'25,,,May 17 '24,0.90,Semi-Annual,100.180,4.976,1.2829641103744507,0.016760114580392838,99.985,
BMO CORP CD 05600XRW2,4.9,Jun23'25,,,Jun 21 '23,0.92,Semi-Annual,99.923,4.977,1.3781838417053223,0.01927821896970272,99.780,
DFS CORP CD 2546735Y8,4.9,Jun23'25,,,Jun 22 '23,0.92,Semi-Annual,99.968,4.9270000000000005,1.3809325695037842,0.01935398392379284,99.818,
GS CORP CD 38150VUJ6,5.25,Jun23'25,,,May 21 '24,0.92,Semi-Annual,100.233,4.970000000000001,1.2935984134674072,0.017036573961377144,100.126,
WFC CORP CD 949764JZ8,4.7,Jun27'25,,,Dec 27 '23,0.93,Monthly,99.794,4.928,0.9064242243766785,0.008347555063664913,99.644,
MS CORP CD 61768EVY6,4.95,Jun30'25,,,Jun 29 '23,0.94,Semi-Annual,100.133,4.798900000000001,1.3997807502746582,0.019880615174770355,99.825,
CRORVR CORP CD 227563DA8,4.9,Jun30'25,,,Jun 30 '23,0.94,Semi-Annual,99.929,4.971,0.9264114499092102,0.008640678599476814,99.825,
FBC CORP CD 33847GBT8,4.8,Jun30'25,,,Dec 28 '23,0.94,Semi-Annual,99.930,4.87,1.398054599761963,0.019824562594294548,99.645,
GS CORP CD 38150VDN6,3.35,Jul07'25,,,Jul 06 '22,0.96,Semi-Annual,98.559,4.9110000000000005,1.4533100128173828,0.021676700562238693,98.409,
SALLMA CORP CD 795451BQ5,3.4,Jul07'25,,,Jul 06 '22,0.96,Semi-Annual,98.578,4.941,1.4525799751281738,0.021663200110197067,98.428,
MS CORP CD 61768EWJ8,4.95,Jul07'25,,,Jul 05 '23,0.96,Semi-Annual,100.000,4.944,1.418952465057373,0.020421067252755165,99.843,
WFC CORP CD 949764DA9,5.0,Jul07'25,,,Jul 05 '23,0.96,Monthly,100.111,4.88,1.0090887546539307,0.010360588319599628,99.926,
WFC CORP CD 949764KP8,4.5,Jul09'25,,,Jan 09 '24,0.96,Monthly,99.614,4.913,0.9429094791412354,0.00901707075536251,99.464,
DFS CORP CD 254673L61,3.25,Jul14'25,,,Jul 12 '22,0.97,Semi-Annual,98.445,4.904,1.4499706029891968,0.02121897228062153,98.295,
CRORVR CORP CD 227563HN6,5.3,Jul18'25,,,Jun 18 '24,0.99,Semi-Annual,100.326,4.946000000000001,1.3672560453414917,0.018998870626091957,100.224,
BMW CORP CD 05580AU51,4.35,Jul21'25,,,Jan 20 '23,0.99,Semi-Annual,99.445,4.929,1.4395099878311157,0.021424099802970886,99.296,
WFC CORP CD 949764DW1,5.0,Jul25'25,,,Jul 25 '23,1.00,Monthly,100.099,4.898000000000001,0.9789483547210693,0.00976141169667244,99.949,
FRSTFD CORP CD 32026UU87,5.05,Jul28'25,,,Jul 28 '23,1.01,Semi-Annual,100.105,4.941,0.9770994186401367,0.009839903563261032,99.998,
MS CORP CD 61690UP87,3.45,Aug04'25,,,Aug 04 '22,1.03,Semi-Annual,98.519,4.939,1.0072883367538452,0.010353736579418182,98.369,
MS CORP CD 61768EP56,4.65,Aug07'25,,,Feb 07 '24,1.04,Semi-Annual,99.976,4.678,1.0072375535964966,0.010416931472718716,99.557,
WFC CORP CD 949764EJ9,5.05,Aug08'25,,,Aug 08 '23,1.04,Monthly,100.159,4.892,1.0170602798461914,0.01052369549870491,100.007,
SALLMA CORP CD 795451CB7,3.35,Aug11'25,,,Aug 10 '22,1.05,Semi-Annual,98.533,4.803,1.4999409914016724,0.023053092882037163,98.264,
WFC CORP CD 949764LV4,4.75,Aug13'25,,,Feb 13 '24,1.06,Monthly,99.858,4.888,1.0322725772857666,0.01082567498087883,99.705,
GS CORP CD 38149MYF4,0.8,Aug18'25,,,Aug 18 '21,1.07,Semi-Annual,96.032,4.6501,1.0650711059570312,0.011394905857741833,95.651,
WFC CORP CD 949764MA9,4.85,Aug21'25,,,Feb 21 '24,1.08,Monthly,99.963,4.885000000000001,1.0536892414093018,0.01127565372735262,99.807,
C CORP CD 17312QR92,3.4,Aug25'25,,,Aug 24 '18,1.09,Semi-Annual,98.448,4.876,1.5375971794128418,0.02420443296432495,98.293,
MS CORP CD 61690DCW6,5.05,Aug25'25,,,Aug 23 '23,1.09,Semi-Annual,100.119,4.928,1.5124270915985107,0.02367292530834675,99.969,
WFC CORP CD 949764MH4,5.0,Aug27'25,,,Feb 27 '24,1.10,Monthly,100.124,4.883,1.0633924007415771,0.01153133250772953,99.965,
MS CORP CD 61690DLL0,5.0,Aug28'25,,,Feb 28 '24,1.10,Semi-Annual,100.330,4.6893,1.0624158382415771,0.011576971970498562,99.910,
AXP CORP CD 02589ADV1,3.35,Sep02'25,,,Aug 31 '22,1.11,Semi-Annual,98.573,4.6692,1.5575149059295654,0.02481290139257908,98.219,
C CORP CD 17312QS75,3.4,Sep08'25,,,Sep 07 '18,1.13,Semi-Annual,98.410,4.86,1.1008199453353882,0.012322472408413887,98.250,
MS CORP CD 61690DDJ4,5.1,Sep08'25,,,Sep 06 '23,1.13,Semi-Annual,100.347,4.7700000000000005,1.5501881837844849,0.024835437536239624,100.025,
MS CORP CD 61690DLZ9,5.05,Sep08'25,,,Mar 06 '24,1.13,Semi-Annual,100.279,4.7691,1.5508415699005127,0.024848977103829384,99.968,
MS CORP CD 61768ES95,5.05,Sep08'25,,,Mar 06 '24,1.13,Semi-Annual,100.385,4.6717,1.550868272781372,0.02484949678182602,99.968,
VLY CORP CD 919853KV2,5.0,Sep11'25,,,Mar 11 '24,1.14,Semi-Annual,100.167,4.836,1.100765585899353,0.012406596913933754,99.969,
FBC CORP CD 33847GJU7,5.2,Sep11'25,,,Jul 11 '24,1.14,Semi-Annual,100.325,4.899,1.4336844682693481,0.020854350179433823,99.942,
WFC CORP CD 949764FT6,5.15,Sep12'25,,,Sep 12 '23,1.14,Monthly,100.303,4.875,1.1063649654388428,0.012469683773815632,100.137,
MS CORP CD 61690UR69,3.55,Sep15'25,,,Sep 15 '22,1.15,Semi-Annual,98.600,4.8042,1.1216872930526733,0.012794489972293377,98.335,
MS CORP CD 61768EYY3,5.15,Sep15'25,,,Sep 13 '23,1.15,Semi-Annual,100.195,4.961,1.5686670541763306,0.025419006124138832,100.097,
SYF CORP CD 87165EZ83,5.15,Sep15'25,,,Sep 15 '23,1.15,Semi-Annual,100.343,4.827,1.110722541809082,0.012634433805942535,100.134,
C CORP CD 17312QT25,3.4,Sep22'25,,,Sep 21 '18,1.17,Semi-Annual,98.403,4.8025,1.1391866207122803,0.013181797228753567,98.200,
MS CORP CD 61768EZF3,5.25,Sep22'25,,,Sep 20 '23,1.17,Semi-Annual,100.510,4.7700000000000005,1.586586594581604,0.025997262448072433,100.196,
SYF CORP CD 87165H2V1,5.25,Sep22'25,,,Sep 22 '23,1.17,Semi-Annual,100.495,4.782900000000001,1.129240870475769,0.013054250739514828,100.251,
MS CORP CD 61690DMN5,5.0,Sep22'25,,,Mar 20 '24,1.17,Semi-Annual,100.227,4.7739,1.5898772478103638,0.026067929342389107,99.919,
WFC CORP CD 949764GF5,5.3,Sep26'25,,,Sep 26 '23,1.18,Monthly,100.400,4.949,1.1372812986373901,0.013224422931671143,100.320,
FBC CORP CD 33847GFR8,5.05,Sep26'25,,,Mar 27 '24,1.18,Semi-Annual,100.320,4.755,1.1442720890045166,0.013385840691626072,99.920,
FBC CORP CD 33847GJG8,5.3,Sep26'25,,,Jun 27 '24,1.18,Semi-Annual,100.558,4.8,1.391910433769226,0.019679151475429535,99.936,
AXP CORP CD 02589ADZ2,4.3,Sep29'25,,,Sep 28 '22,1.19,Semi-Annual,99.271,4.931,1.621147632598877,0.026974640786647797,99.189,
MS CORP CD 61768EZJ5,5.3,Sep29'25,,,Sep 27 '23,1.19,Semi-Annual,100.678,4.6799,1.6051459312438965,0.026595916599035263,100.259,
MS CORP CD 61690DEE4,5.3,Sep29'25,,,Sep 27 '23,1.19,Semi-Annual,100.558,4.797000000000001,1.6051154136657715,0.026595288887619972,100.259,
MS CORP CD 61768EV75,5.0,Sep29'25,,,Mar 27 '24,1.19,Semi-Annual,100.200,4.800800000000001,1.609057068824768,0.026681452989578247,99.921,
DFS CORP CD 254673U38,4.3,Oct03'25,,,Oct 04 '22,1.20,Semi-Annual,99.547,4.694,1.168568730354309,0.01390844490379095,99.183,
AXP CORP CD 02589AE24,4.4,Oct06'25,,,Oct 05 '22,1.20,Semi-Annual,99.586,4.747,1.6390249729156494,0.0275710541754961,99.294,
MS CORP CD 61768EZV8,5.35,Oct06'25,,,Oct 04 '23,1.20,Semi-Annual,100.635,4.7879000000000005,1.6236498355865479,0.02720029093325138,100.325,
SYF CORP CD 87164YS70,4.4,Oct07'25,,,Oct 07 '22,1.21,Semi-Annual,99.518,4.8058000000000005,1.1760890483856201,0.014090178534388542,99.293,
MS CORP CD 61768EY64,4.95,Oct10'25,,,Apr 10 '24,1.22,Semi-Annual,100.043,4.901,1.1805554628372192,0.014224275015294552,99.868,
FBC CORP CD 33847GJV5,5.15,Oct10'25,,,Jul 11 '24,1.22,Semi-Annual,100.290,4.898000000000001,1.4340112209320068,0.02086123637855053,99.761,
C CORP CD 17312QU31,3.45,Oct14'25,,,Oct 12 '18,1.23,Semi-Annual,98.443,4.764,1.1963818073272705,0.014520281925797462,98.178,
AXP CORP CD 02589AE40,4.35,Oct14'25,,,Oct 12 '22,1.23,Semi-Annual,99.292,4.9426000000000005,1.6588530540466309,0.028218166902661324,99.228,
SYF CORP CD 87164WS82,4.35,Oct14'25,,,Oct 14 '22,1.23,Semi-Annual,99.585,4.6924,1.1956270933151245,0.014550773426890373,99.228,
MS CORP CD 61768EA45,5.35,Oct14'25,,,Oct 11 '23,1.23,Semi-Annual,100.751,4.6996,1.6428653001785278,0.02782752923667431,100.336,
MS CORP CD 61690DFD5,5.35,Oct14'25,,,Oct 11 '23,1.23,Semi-Annual,100.513,4.9,1.6428056955337524,0.027826257050037384,100.336,
FIGTYB CORP CD 320437AE6,5.3,Oct14'25,NoMD,NoMD,Oct 13 '23,1.23,Monthly,NoMD,NoMD,NoMD,NoMD,NoMD,
BAC CORP CD 06051XCF7,4.95,Oct14'25,,,Apr 11 '24,1.23,Semi-Annual,100.150,4.8157000000000005,1.183308720588684,0.014289245940744877,99.870,
MS CORP CD 61690DPE2,5.0,Oct17'25,,,Apr 17 '24,1.23,Semi-Annual,100.330,4.7096,1.199427843093872,0.014675748534500599,99.929,
AXP CORP CD 02589AE73,4.45,Oct20'25,,,Oct 19 '22,1.24,Semi-Annual,99.350,4.984,1.676661729812622,0.028826547786593437,99.340,
SECBK CORP CD 81425PBK6,5.25,Oct20'25,NoMD,NoMD,Oct 20 '23,1.24,Semi-Annual,NoMD,NoMD,NoMD,NoMD,NoMD,
MS CORP CD 61690DFM5,5.3,Oct20'25,,,Oct 18 '23,1.24,Semi-Annual,100.590,4.792400000000001,1.6626793146133423,0.028475994244217873,100.285,
MS CORP CD 61768EB44,5.3,Oct20'25,,,Oct 18 '23,1.24,Semi-Annual,100.589,4.793200000000001,1.6626790761947632,0.028475988656282425,100.285,
RADIUS CORP CD 52603NBD2,5.0,Oct20'25,,,Apr 18 '24,1.24,Semi-Annual,100.283,4.75,1.6666489839553833,0.028567304834723473,99.990,
LSAVBK CORP CD 549104TA5,0.35,Oct23'25,,,Oct 23 '20,1.25,Semi-Annual,94.691,4.7773,1.2493423223495483,0.015631167218089104,94.461,
MS CORP CD 61768E2E2,5.05,Oct24'25,,,Apr 24 '24,1.25,Semi-Annual,100.404,4.7022,1.2182750701904297,0.015133940614759922,99.992,
C CORP CD 17312QV30,3.5,Oct27'25,,,Oct 26 '18,1.26,Semi-Annual,98.332,4.871,1.7088453769683838,0.029778355732560158,98.195,
UBS CORP CD 90348JV49,0.85,Oct27'25,,,Oct 27 '21,1.26,Monthly,95.296,4.705,1.2536715269088745,0.01577948033809662,94.953,
SALLMA CORP CD 795451CF8,4.65,Oct27'25,,,Oct 26 '22,1.26,Semi-Annual,99.875,4.742,1.693220853805542,0.02941182442009449,99.539,
AXP CORP CD 02589AE99,4.65,Oct27'25,,,Oct 26 '22,1.26,Semi-Annual,99.777,4.8237000000000005,1.6932073831558228,0.029411524534225464,99.575,
MS CORP CD 61690UU40,4.65,Oct27'25,,,Oct 27 '22,1.26,Semi-Annual,99.875,4.742,1.2291920185089111,0.015380471013486385,99.515,
MS CORP CD 61768EMP5,4.65,Oct27'25,,,Oct 27 '22,1.26,Semi-Annual,99.784,4.8178,1.2291820049285889,0.015380308963358402,99.515,
FCNCA CORP CD 319477AN5,4.7,Oct28'25,,,Oct 28 '22,1.26,Semi-Annual,99.743,4.901,1.2315784692764282,0.015441919676959515,99.635,
WAL CORP CD 95763PQP9,5.4,Oct30'25,,,Oct 30 '23,1.27,Semi-Annual,100.788,4.74,1.2323821783065796,0.01549738459289074,100.479,
WFC CORP CD 949764HB3,5.4,Oct31'25,,,Oct 31 '23,1.27,Monthly,100.675,4.851,1.228289246559143,0.015445630066096783,100.490,
CRORVR CORP CD 227563EJ8,5.45,Oct31'25,,,Oct 31 '23,1.27,Semi-Annual,100.724,4.843,1.6936140060424805,0.029534079134464264,100.540,
SALLMA CORP CD 795451CH4,4.7,Nov03'25,,,Nov 02 '22,1.28,Semi-Annual,99.939,4.738,1.7117435932159424,0.030049314722418785,99.598,
MS CORP CD 61690DPX0,5.05,Nov03'25,,,May 01 '24,1.28,Semi-Annual,100.301,4.7824,1.704337239265442,0.029844654724001884,99.999,
FBC CORP CD 33847GGP1,5.1,Nov03'25,NoMD,NoMD,May 02 '24,1.28,Semi-Annual,100.430,4.738,1.7064207792282104,0.029922474175691605,99.999,
NBKTEX CORP CD 028501AQ7,5.15,Nov05'25,,,Jun 05 '24,1.29,Semi-Annual,100.500,4.735,1.3326948881149292,0.018057676032185555,100.184,
WFC CORP CD 949764HH0,5.4,Nov07'25,,,Nov 07 '23,1.29,Monthly,100.848,4.7058,1.247496247291565,0.01592089608311653,100.502,
GMATBK CORP CD 02007GC68,4.8,Nov10'25,,,Nov 10 '22,1.30,Semi-Annual,100.068,4.734,1.2665495872497559,0.016320468857884407,99.758,
AXP CORP CD 02589AF72,5.4,Nov10'25,,,Nov 08 '23,1.30,Semi-Annual,100.684,4.838,1.7189433574676514,0.03039155900478363,100.497,
MS CORP CD 61690DQM3,5.1,Nov10'25,,,May 08 '24,1.30,Semi-Annual,100.440,4.735,1.7228825092315674,0.03048671968281269,100.066,
MS CORP CD 61768E3F8,5.1,Nov10'25,,,May 08 '24,1.30,Semi-Annual,100.369,4.7815,1.7228660583496094,0.030486343428492546,100.066,
WFC CORP CD 949764NG5,5.1,Nov14'25,,,May 14 '24,1.31,Monthly,100.300,4.8486,1.268919587135315,0.01644248515367508,100.138,
DFS CORP CD 254673Z33,4.95,Nov17'25,,,Nov 15 '22,1.32,Semi-Annual,100.110,4.8418,1.7440344095230103,0.031199678778648376,99.947,
GMATBK CORP CD 02007GD26,4.8,Nov17'25,,,Nov 17 '22,1.32,Semi-Annual,100.098,4.712000000000001,1.2857348918914795,0.016810070723295212,99.759,
AXP CORP CD 02589AEF5,4.95,Nov17'25,,,Nov 16 '22,1.32,Semi-Annual,100.136,4.831,1.7467809915542603,0.031295474618673325,99.947,
COF CORP CD 14042RVQ1,4.9,Nov17'25,,,Nov 16 '22,1.32,Semi-Annual,100.140,4.7683,1.7474489212036133,0.03131189942359924,99.847,
